,ID,Name,Subsystem,Reaction,Readable reaction,Lower bound,Upper bound,Reversibility,Boundary,Genes,EC,KEGG,BiGG,VMH
4402,MAR08818,"1-Phosphatidyl-1D-myo-inositol-4,5-bisphosphate inositoltrisphosphohydrolase",Inositol phosphate metabolism,MAM02040n + MAM02736n --> MAM00237n + MAM01718n + MAM02039n,"H2O [n] + phosphatidylinositol-4,5-bisphosphate [n] --> 1,2-diacylglycerol-LD-PI pool [n] + D-myo-inositol-1,4,5-trisphosphate [n] + H+ [n]",0.0,1000.0,False,False,ENSG00000101333 or ENSG00000115556 or ENSG00000124181 or ENSG00000137841 or ENSG00000138193 or ENSG00000139151 or ENSG00000149782 or ENSG00000161714 or ENSG00000182621 or ENSG00000187091 or ENSG00000197943,3.1.4.11,R03435,PI45PLCn,PI45PLCn
4403,MAR08819,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 3-phosphotransferase,Inositol phosphate metabolism,MAM00553n + MAM01371n --> MAM00551n + MAM01285n + MAM02039n,"1-phosphatidyl-1D-myo-inositol-4-phosphate [n] + ATP [n] --> 1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [n] + ADP [n] + H+ [n]",0.0,1000.0,False,False,(ENSG00000011405 and ENSG00000133056) or ENSG00000139144,,R05795,PI4P3Kn,PI4P3Kn
4404,MAR08820,ATP:1-Phosphatidyl-1D-myo-inositol 4-phosphotransferase,Inositol phosphate metabolism,MAM00553n + MAM02040n --> MAM02750n + MAM02751n,1-phosphatidyl-1D-myo-inositol-4-phosphate [n] + H2O [n] --> PI pool [n] + Pi [n],0.0,1000.0,False,False,,,R03361,PI4P4Pn,RE3272N
4405,MAR08821,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 5-phosphotransferase,Inositol phosphate metabolism,MAM00553n + MAM01371n --> MAM01285n + MAM02039n + MAM02736n,"1-phosphatidyl-1D-myo-inositol-4-phosphate [n] + ATP [n] --> ADP [n] + H+ [n] + phosphatidylinositol-4,5-bisphosphate [n]",0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,,R03469,PI4P5Kn,PI4P5Kn
4406,MAR08822,,Inositol phosphate metabolism,MAM00553c + MAM02040c --> MAM00237c + MAM00526c + MAM02039c,"1-phosphatidyl-1D-myo-inositol-4-phosphate [c] + H2O [c] --> 1,2-diacylglycerol-LD-PI pool [c] + 1D-myo-inositol-1,4-bisphosphate [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000101333 or ENSG00000114805 or ENSG00000115556 or ENSG00000124181 or ENSG00000137841 or ENSG00000138193 or ENSG00000139151 or ENSG00000149527 or ENSG00000149782 or ENSG00000161714 or ENSG00000182621 or ENSG00000187091 or ENSG00000197943 or ENSG00000240891,3.1.4.11,,PI4PLC,PI4PLC
4407,MAR08823,,Inositol phosphate metabolism,MAM00553n + MAM02040n --> MAM00237n + MAM00526n + MAM02039n,"1-phosphatidyl-1D-myo-inositol-4-phosphate [n] + H2O [n] --> 1,2-diacylglycerol-LD-PI pool [n] + 1D-myo-inositol-1,4-bisphosphate [n] + H+ [n]",0.0,1000.0,False,False,ENSG00000182621,3.1.4.11,,PI4PLCn,PI4PLCn
4408,MAR08824,,Inositol phosphate metabolism,MAM00554c + MAM01371c --> MAM01285c + MAM02039c + MAM02735c,"1-phosphatidyl-1D-myo-inositol-5-phosphate [c] + ATP [c] --> ADP [c] + H+ [c] + phosphatidylinositol-3,5-bisphosphate [c]",0.0,1000.0,False,False,ENSG00000078142,2.7.1.137,,PI5P3K,PI5P3K
4409,MAR08825,,Inositol phosphate metabolism,MAM00554r + MAM01371r --> MAM01285r + MAM02039r + MAM02735r,"1-phosphatidyl-1D-myo-inositol-5-phosphate [r] + ATP [r] --> ADP [r] + H+ [r] + phosphatidylinositol-3,5-bisphosphate [r]",0.0,1000.0,False,False,(ENSG00000011405 and ENSG00000133056) or ENSG00000139144,2.7.1.154,,PI5P3Ker,PI5P3Ker
4410,MAR08826,ATP:1-phosphatidyl-1D-myo-inositol-5-phosphate 4-phosphotransferase,Inositol phosphate metabolism,MAM00554n + MAM01371n --> MAM01285n + MAM02039n + MAM02736n,"1-phosphatidyl-1D-myo-inositol-5-phosphate [n] + ATP [n] --> ADP [n] + H+ [n] + phosphatidylinositol-4,5-bisphosphate [n]",0.0,1000.0,False,False,ENSG00000150867 or ENSG00000166908 or ENSG00000276293,,R05803,PI5P4Kn,PI5P4Kn
4411,MAR08827,ATP:1-phosphatidyl-1D-myo-inositol 3-phosphotransferase,Inositol phosphate metabolism,MAM01371r + MAM02750r --> MAM00552r + MAM01285r + MAM02039r,ATP [r] + PI pool [r] --> 1-phosphatidyl-1D-myo-inositol-3-phosphate [r] + ADP [r] + H+ [r],0.0,1000.0,False,False,(ENSG00000011405 and ENSG00000133056) or ENSG00000139144,2.7.1.154,R03362,PIK3er,PIK3er
4412,MAR08829,ATP:1-phosphatidyl-1D-myo-inositol 3-phosphotransferase,Inositol phosphate metabolism,MAM01371n + MAM02750n --> MAM00552n + MAM01285n + MAM02039n,ATP [n] + PI pool [n] --> 1-phosphatidyl-1D-myo-inositol-3-phosphate [n] + ADP [n] + H+ [n],0.0,1000.0,False,False,ENSG00000078142,,R03362,PIK3n,PIK3n
4413,MAR08830,ATP:1-Phosphatidyl-1D-myo-inositol 4-phosphotransferase,Inositol phosphate metabolism,MAM01371n + MAM02750n --> MAM00553n + MAM01285n + MAM02039n,ATP [n] + PI pool [n] --> 1-phosphatidyl-1D-myo-inositol-4-phosphate [n] + ADP [n] + H+ [n],0.0,1000.0,False,False,ENSG00000038210 or ENSG00000143393 or ENSG00000155252 or ENSG00000241973,,R03361,PIK4n,PIK4n
4414,MAR08831,,Inositol phosphate metabolism,MAM01371n + MAM02750n --> MAM00554n + MAM01285n + MAM02039n,ATP [n] + PI pool [n] --> 1-phosphatidyl-1D-myo-inositol-5-phosphate [n] + ADP [n] + H+ [n],0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,,,PIK5n,PIK5n
4415,MAR08833,,Inositol phosphate metabolism,MAM02040n + MAM02750n --> MAM00237n + MAM02039n + MAM02173n,"H2O [n] + PI pool [n] --> 1,2-diacylglycerol-LD-PI pool [n] + H+ [n] + inositol-1-phosphate [n]",0.0,1000.0,False,False,ENSG00000182621,3.1.4.11,,PIPLCn,PIPLCn
4416,MAR08835,,Inositol phosphate metabolism,MAM00531c + 2.0 MAM02040c --> MAM00521c + MAM02039c + MAM02751c + MAM02759c,"1D-myo-inositol-bisdiphosphate-tetrakisphosphate [c] + 2.0 H2O [c] --> 1D-myo-inositol-1,3,4,5,6-pentakisphosphate [c] + H+ [c] + Pi [c] + PPi [c]",0.0,1000.0,False,False,ENSG00000068745 or ENSG00000145725 or ENSG00000161896 or ENSG00000168781 or ENSG00000176095,2.7.4.21,,PMI1346PH,PMI1346PH
4417,MAR08836,,Inositol phosphate metabolism,MAM00531n + 2.0 MAM02040n --> MAM00521n + MAM02039n + MAM02751n + MAM02759n,"1D-myo-inositol-bisdiphosphate-tetrakisphosphate [n] + 2.0 H2O [n] --> 1D-myo-inositol-1,3,4,5,6-pentakisphosphate [n] + H+ [n] + Pi [n] + PPi [n]",0.0,1000.0,False,False,ENSG00000068745 or ENSG00000145725 or ENSG00000161896 or ENSG00000168781 or ENSG00000176095,2.7.4.21,,PMI1346PHn,PMI1346PHn
4418,MAR03925,"5,6,7,8-tetrahydrobiopterin:NAD+ oxidoreductase",Folate metabolism,MAM01698c + MAM02039c + MAM02553c <=> MAM02552c + MAM02978c,dihydrobiopterin [c] + H+ [c] + NADH [c] <=> NAD+ [c] + tetrahydrobiopterin [c],-1000.0,1000.0,True,False,ENSG00000151552,1.5.1.34,R01793,DHPR,DHPR
4419,MAR03929,5-Formiminotetrahydrofolate ammonia-lyase (cyclizing),Folate metabolism,MAM01044c + MAM02578c <=> MAM01099c + MAM02039c,"5,10-methenyl-THF [c] + NH3 [c] <=> 5-formiminotetrahydrofolate [c] + H+ [c]",-1000.0,1000.0,True,False,ENSG00000160282,4.3.1.4,R02302,FTCD,FORTHFC
4420,MAR03972,,Folate metabolism,MAM01831c + MAM02980c --> MAM01045c + MAM02040c,"formaldehyde [c] + THF [c] --> 5,10-methylene-THF [c] + H2O [c]",0.0,1000.0,False,False,,,R09093,FldAct,FldAct
4421,MAR04332,"5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase",Folate metabolism,MAM01700c + MAM02039c + MAM02553c <=> MAM02552c + MAM02980c,dihydrofolate [c] + H+ [c] + NADH [c] <=> NAD+ [c] + THF [c],-1000.0,1000.0,True,False,ENSG00000178700 or ENSG00000228716,1.5.1.3,R00936,,r0224
4422,MAR04333,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",Folate metabolism,MAM01700c + MAM02039c + MAM02555c <=> MAM02554c + MAM02980c,dihydrofolate [c] + H+ [c] + NADPH [c] <=> NADP+ [c] + THF [c],-1000.0,1000.0,True,False,ENSG00000178700 or ENSG00000228716,1.5.1.3,R00939,DHFR,DHFR
4423,MAR04335,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",Folate metabolism,MAM01700m + MAM02039m + MAM02555m <=> MAM02554m + MAM02980m,dihydrofolate [m] + H+ [m] + NADPH [m] <=> NADP+ [m] + THF [m],-1000.0,1000.0,True,False,ENSG00000178700 or ENSG00000228716,1.5.1.3,R00939,,r0226
4424,MAR04336,10-formyltetrahydrofolate:NADP+ oxidoreductase,Folate metabolism,MAM00266c + MAM02040c + MAM02554c --> MAM01596c + MAM02039c + MAM02555c + MAM02980c,10-formyl-THF [c] + H2O [c] + NADP+ [c] --> CO2 [c] + H+ [c] + NADPH [c] + THF [c],0.0,1000.0,False,False,ENSG00000136010 or ENSG00000144908,1.5.1.6,R00941,FTHFDH,FTHFDH
4425,MAR04338,Formate:tetrahydrofolate ligase (ADP-forming),Folate metabolism,MAM01371c + MAM01833c + MAM02980c --> MAM00266c + MAM01285c + MAM02751c,ATP [c] + formate [c] + THF [c] --> 10-formyl-THF [c] + ADP [c] + Pi [c],0.0,1000.0,False,False,ENSG00000100714,"3.5.4.9, 6.3.4.3",R00943,FTHFLi,FTHFL
4426,MAR04340,Formate:tetrahydrofolate ligase (ADP-forming),Folate metabolism,MAM01371m + MAM01833m + MAM02980m --> MAM00266m + MAM01285m + MAM02751m,ATP [m] + formate [m] + THF [m] --> 10-formyl-THF [m] + ADP [m] + Pi [m],0.0,1000.0,False,False,ENSG00000065911 or ENSG00000120254 or ENSG00000163738,"3.5.4.9, 6.3.4.3",R00943,FTHFLmi,FTHFLm
4427,MAR04440,"5,10-methylenetetrahydrofolate:NAD+ oxidoreductase",Folate metabolism,MAM01044m + MAM02553m <=> MAM01045m + MAM02552m,"5,10-methenyl-THF [m] + NADH [m] <=> 5,10-methylene-THF [m] + NAD+ [m]",-1000.0,1000.0,True,False,ENSG00000065911 or ENSG00000163738,1.5.1.15,R01218,MTHFD2m,MTHFD2m
4428,MAR04442,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase",Folate metabolism,MAM01044c + MAM02555c <=> MAM01045c + MAM02554c,"5,10-methenyl-THF [c] + NADPH [c] <=> 5,10-methylene-THF [c] + NADP+ [c]",-1000.0,1000.0,True,False,ENSG00000100714,1.5.1.5,R01220,MTHFD,MTHFD
4429,MAR04444,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase",Folate metabolism,MAM01044m + MAM02555m <=> MAM01045m + MAM02554m,"5,10-methenyl-THF [m] + NADPH [m] <=> 5,10-methylene-THF [m] + NADP+ [m]",-1000.0,1000.0,True,False,ENSG00000065911 or ENSG00000100714 or ENSG00000120254,1.5.1.5,R01220,MTHFDm,MTHFDm
4430,MAR04446,5-methyltetrahydrofolate:NADP+ oxidoreductase,Folate metabolism,MAM01045c + 2.0 MAM02039c + MAM02555c --> MAM01115c + MAM02554c,"5,10-methylene-THF [c] + 2.0 H+ [c] + NADPH [c] --> 5-methyl-THF [c] + NADP+ [c]",0.0,1000.0,False,False,ENSG00000177000,1.5.1.20,R01224,MTHFR3,MTHFR3
4431,MAR04448,5-methyltetrahydrofolate:NAD+ oxidoreductase,Folate metabolism,MAM01045c + 2.0 MAM02039c + MAM02553c --> MAM01115c + MAM02552c,"5,10-methylene-THF [c] + 2.0 H+ [c] + NADH [c] --> 5-methyl-THF [c] + NAD+ [c]",0.0,1000.0,False,False,ENSG00000177000,1.5.1.20,R07168,,r0792
4432,MAR04503,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)",Folate metabolism,MAM00266c + MAM02039c <=> MAM01044c + MAM02040c,"10-formyl-THF [c] + H+ [c] <=> 5,10-methenyl-THF [c] + H2O [c]",-1000.0,1000.0,True,False,ENSG00000100714,3.5.4.9,R01655,MTHFC,MTHFC
4433,MAR04505,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)",Folate metabolism,MAM00266m + MAM02039m <=> MAM01044m + MAM02040m,"10-formyl-THF [m] + H+ [m] <=> 5,10-methenyl-THF [m] + H2O [m]",-1000.0,1000.0,True,False,ENSG00000065911 or ENSG00000120254 or ENSG00000163738,3.5.4.9,R01655,MTHFCm,MTHFCm
4434,MAR04654,dihydrofolate:NAD+ oxidoreductase,Folate metabolism,MAM01830c + MAM02553c <=> MAM01700c + MAM02552c,folate [c] + NADH [c] <=> dihydrofolate [c] + NAD+ [c],-1000.0,1000.0,True,False,ENSG00000178700 or ENSG00000228716,1.5.1.3,R02235,,r0512
4435,MAR04655,dihydrofolate:NADP+ oxidoreductase,Folate metabolism,MAM01830c + MAM02555c <=> MAM01700c + MAM02554c,folate [c] + NADPH [c] <=> dihydrofolate [c] + NADP+ [c],-1000.0,1000.0,True,False,ENSG00000178700 or ENSG00000228716,1.5.1.3,R02236,FOLR2,FOLR2
4436,MAR04656,dihydrofolate:NADP+ oxidoreductase,Folate metabolism,MAM01830m + MAM02555m --> MAM01700m + MAM02554m,folate [m] + NADPH [m] --> dihydrofolate [m] + NADP+ [m],0.0,1000.0,False,False,ENSG00000178700 or ENSG00000228716,1.5.1.3,R02236,,r0514
4437,MAR04665,,Folate metabolism,MAM01044m + MAM02040m --> MAM01100m + MAM02039m,"5,10-methenyl-THF [m] + H2O [m] --> 5-formyl-THF [m] + H+ [m]",0.0,1000.0,False,False,ENSG00000182199,2.1.2.10,R02300,,r0522
4438,MAR09726,5-Formyltetrahydrofolate:L-glutamate N-formiminotransferase,Folate metabolism,MAM01100c + MAM01974c --> MAM02039c + MAM02980c + MAM10011c,5-formyl-THF [c] + glutamate [c] --> H+ [c] + THF [c] + N-formyl-L-glutamate [c],0.0,1000.0,False,False,ENSG00000160282,2.1.2.5,R03189,,HMR_9726
4439,MAR04666,5-Formyltetrahydrofolate cyclo-ligase (ADP-forming),Folate metabolism,MAM01100m + MAM01371m --> MAM01044m + MAM01285m + MAM02751m,"5-formyl-THF [m] + ATP [m] --> 5,10-methenyl-THF [m] + ADP [m] + Pi [m]",0.0,1000.0,False,False,ENSG00000136371,6.3.3.2,R02301,,r0523
4440,MAR07145,"GTP 3',8-cyclase [(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate-forming]",Folate metabolism,MAM02034c + MAM02040c --> MAM01618c + MAM02759c,GTP [c] + H2O [c] --> cPMP [c] + PPi [c],0.0,1000.0,False,False,ENSG00000124615,4.1.99.18,R09394,,HMR_7145
4441,MAR07146,thiocarboxylated molybdopterin synthase:cyclic pyranopterin phosphate sulfurtransferase,Folate metabolism,MAM01618c + 7.0 MAM02039c + 8.0 MAM02555c + 2.0 MAM02682c --> 8.0 MAM02040c + MAM02488c + 8.0 MAM02554c + 2.0 MAM02681c,cPMP [c] + 7.0 H+ [c] + 8.0 NADPH [c] + 2.0 PAPS [c] --> 8.0 H2O [c] + molybdopterin [c] + 8.0 NADP+ [c] + 2.0 PAP [c],0.0,1000.0,False,False,ENSG00000164172,,R09395,,HMR_7146
4442,MAR07147,ATP:molybdopterin adenylyltransferase,Folate metabolism,MAM01371c + MAM02039c + MAM02488c --> MAM01281c + MAM02759c,ATP [c] + H+ [c] + molybdopterin [c] --> adenylated molybdopterin [c] + PPi [c],0.0,1000.0,False,False,ENSG00000171723,2.7.7.75,R09726,,HMR_7147
4443,MAR07908,10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming),Folate metabolism,MAM00266c + 4.0 MAM01371c + 4.0 MAM01974c --> MAM00267c + 4.0 MAM01285c + 4.0 MAM02039c + 4.0 MAM02751c,10-formyl-THF [c] + 4.0 ATP [c] + 4.0 glutamate [c] --> 10-formyl-THF-glu(5) [c] + 4.0 ADP [c] + 4.0 H+ [c] + 4.0 Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,R01654,FPGS8,FPGS7
4444,MAR07909,10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming),Folate metabolism,MAM00266m + 4.0 MAM01371m + 4.0 MAM01974m --> MAM00267m + 4.0 MAM01285m + 4.0 MAM02039m + 4.0 MAM02751m,10-formyl-THF [m] + 4.0 ATP [m] + 4.0 glutamate [m] --> 10-formyl-THF-glu(5) [m] + 4.0 ADP [m] + 4.0 H+ [m] + 4.0 Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,R01654,FPGS8m,FPGS7m
4445,MAR07910,,Folate metabolism,MAM00267c + MAM01371c + MAM01974c --> MAM00268c + MAM01285c + MAM02039c + MAM02751c,10-formyl-THF-glu(5) [c] + ATP [c] + glutamate [c] --> 10-formyl-THF-glu(6) [c] + ADP [c] + H+ [c] + Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS9,FPGS8
4446,MAR07911,,Folate metabolism,MAM00267m + MAM01371m + MAM01974m --> MAM00268m + MAM01285m + MAM02039m + MAM02751m,10-formyl-THF-glu(5) [m] + ATP [m] + glutamate [m] --> 10-formyl-THF-glu(6) [m] + ADP [m] + H+ [m] + Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS9m,FPGS8m
4447,MAR07912,,Folate metabolism,MAM00268c + MAM01371c + MAM01974c --> MAM00269c + MAM01285c + MAM02039c + MAM02751c,10-formyl-THF-glu(6) [c] + ATP [c] + glutamate [c] --> 10-formyl-THF-glu(7) [c] + ADP [c] + H+ [c] + Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGSm,FPGS9
4448,MAR07913,,Folate metabolism,MAM00268m + MAM01371m + MAM01974m --> MAM00269m + MAM01285m + MAM02039m + MAM02751m,10-formyl-THF-glu(6) [m] + ATP [m] + glutamate [m] --> 10-formyl-THF-glu(7) [m] + ADP [m] + H+ [m] + Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FRDPtc,FPGS9m
4449,MAR07916,,Folate metabolism,MAM00267l + 4.0 MAM02040l --> MAM00266l + 4.0 MAM01974l,10-formyl-THF-glu(5) [l] + 4.0 H2O [l] --> 10-formyl-THF [l] + 4.0 glutamate [l],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_10FTHF5GLUl,GGH_10FTHF5GLUl
4450,MAR07919,,Folate metabolism,MAM00268l + MAM02040l --> MAM00267l + MAM01974l,10-formyl-THF-glu(6) [l] + H2O [l] --> 10-formyl-THF-glu(5) [l] + glutamate [l],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_10FTHF6GLUl,GGH_10FTHF6GLUl
4451,MAR07920,,Folate metabolism,MAM00267e + 4.0 MAM02040e --> MAM00266e + 4.0 MAM01974e,10-formyl-THF-glu(5) [e] + 4.0 H2O [e] --> 10-formyl-THF [e] + 4.0 glutamate [e],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_10FTHF5GLUe,GGH_10FTHF5GLUe
4452,MAR07921,,Folate metabolism,MAM00268e + MAM02040e --> MAM00267e + MAM01974e,10-formyl-THF-glu(6) [e] + H2O [e] --> 10-formyl-THF-glu(5) [e] + glutamate [e],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_10FTHF6GLUe,GGH_10FTHF6GLUe
4453,MAR07922,,Folate metabolism,MAM00269e + MAM02040e --> MAM00268e + MAM01974e,10-formyl-THF-glu(7) [e] + H2O [e] --> 10-formyl-THF-glu(6) [e] + glutamate [e],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_10FTHF7GLUe,GGH_10FTHF7GLUe
4454,MAR07925,,Folate metabolism,MAM00269l + MAM02040l --> MAM00268l + MAM01974l,10-formyl-THF-glu(7) [l] + H2O [l] --> 10-formyl-THF-glu(6) [l] + glutamate [l],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_10FTHF7GLUl,GGH_10FTHF7GLUl
4455,MAR08105,,Folate metabolism,4.0 MAM01371c + MAM01700c + 4.0 MAM01974c --> 4.0 MAM01285c + 4.0 MAM02039c + MAM02691c + 4.0 MAM02751c,4.0 ATP [c] + dihydrofolate [c] + 4.0 glutamate [c] --> 4.0 ADP [c] + 4.0 H+ [c] + pentaglutamyl-folate(DHF) [c] + 4.0 Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS5,FPGS4
4456,MAR08106,,Folate metabolism,MAM01371c + MAM01974c + MAM02691c --> MAM01285c + MAM02039c + MAM02118c + MAM02751c,ATP [c] + glutamate [c] + pentaglutamyl-folate(DHF) [c] --> ADP [c] + H+ [c] + hexaglutamyl-folate(DHF) [c] + Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS6,FPGS5
4457,MAR08107,,Folate metabolism,MAM01371c + MAM01974c + MAM02118c --> MAM01285c + MAM02039c + MAM02104c + MAM02751c,ATP [c] + glutamate [c] + hexaglutamyl-folate(DHF) [c] --> ADP [c] + H+ [c] + heptaglutamyl-folate(DHF) [c] + Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS7,FPGS6
4458,MAR08108,,Folate metabolism,4.0 MAM01371c + 4.0 MAM01974c + MAM02980c --> 4.0 MAM01285c + 4.0 MAM02039c + MAM02692c + 4.0 MAM02751c,4.0 ATP [c] + 4.0 glutamate [c] + THF [c] --> 4.0 ADP [c] + 4.0 H+ [c] + pentaglutamyl-folate(THF) [c] + 4.0 Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS2m,FPGS
4459,MAR08109,,Folate metabolism,MAM01371c + MAM01974c + MAM02692c --> MAM01285c + MAM02039c + MAM02119c + MAM02751c,ATP [c] + glutamate [c] + pentaglutamyl-folate(THF) [c] --> ADP [c] + H+ [c] + hexaglutamyl-folate(THF) [c] + Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS3,FPGS2
4460,MAR08110,,Folate metabolism,MAM01371c + MAM01974c + MAM02119c --> MAM01285c + MAM02039c + MAM02105c + MAM02751c,ATP [c] + glutamate [c] + hexaglutamyl-folate(THF) [c] --> ADP [c] + H+ [c] + heptaglutamyl-folate(THF) [c] + Pi [c],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS4,FPGS3
4461,MAR08112,,Folate metabolism,4.0 MAM01371m + MAM01700m + 4.0 MAM01974m --> 4.0 MAM01285m + 4.0 MAM02039m + MAM02691m + 4.0 MAM02751m,4.0 ATP [m] + dihydrofolate [m] + 4.0 glutamate [m] --> 4.0 ADP [m] + 4.0 H+ [m] + pentaglutamyl-folate(DHF) [m] + 4.0 Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS5m,FPGS4m
4462,MAR08113,,Folate metabolism,MAM01371m + MAM01974m + MAM02691m --> MAM01285m + MAM02039m + MAM02118m + MAM02751m,ATP [m] + glutamate [m] + pentaglutamyl-folate(DHF) [m] --> ADP [m] + H+ [m] + hexaglutamyl-folate(DHF) [m] + Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS6m,FPGS5m
4463,MAR08114,,Folate metabolism,MAM01371m + MAM01974m + MAM02118m --> MAM01285m + MAM02039m + MAM02104m + MAM02751m,ATP [m] + glutamate [m] + hexaglutamyl-folate(DHF) [m] --> ADP [m] + H+ [m] + heptaglutamyl-folate(DHF) [m] + Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS7m,FPGS6m
4464,MAR08115,,Folate metabolism,4.0 MAM01371m + 4.0 MAM01974m + MAM02980m --> 4.0 MAM01285m + 4.0 MAM02039m + MAM02692m + 4.0 MAM02751m,4.0 ATP [m] + 4.0 glutamate [m] + THF [m] --> 4.0 ADP [m] + 4.0 H+ [m] + pentaglutamyl-folate(THF) [m] + 4.0 Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FRDPtr,FPGSm
4465,MAR08116,,Folate metabolism,MAM01371m + MAM01974m + MAM02692m --> MAM01285m + MAM02039m + MAM02119m + MAM02751m,ATP [m] + glutamate [m] + pentaglutamyl-folate(THF) [m] --> ADP [m] + H+ [m] + hexaglutamyl-folate(THF) [m] + Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS3m,FPGS2m
4466,MAR08117,,Folate metabolism,MAM01371m + MAM01974m + MAM02119m --> MAM01285m + MAM02039m + MAM02105m + MAM02751m,ATP [m] + glutamate [m] + hexaglutamyl-folate(THF) [m] --> ADP [m] + H+ [m] + heptaglutamyl-folate(THF) [m] + Pi [m],0.0,1000.0,False,False,ENSG00000136877,6.3.2.17,,FPGS4m,FPGS3m
4467,MAR08129,,Folate metabolism,4.0 MAM02040e + MAM02691e --> MAM01700e + 4.0 MAM01974e,4.0 H2O [e] + pentaglutamyl-folate(DHF) [e] --> dihydrofolate [e] + 4.0 glutamate [e],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_5DHFe,GGH_5DHFe
4468,MAR08130,,Folate metabolism,4.0 MAM02040l + MAM02691l --> MAM01700l + 4.0 MAM01974l,4.0 H2O [l] + pentaglutamyl-folate(DHF) [l] --> dihydrofolate [l] + 4.0 glutamate [l],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_5DHFl,GGH_5DHFl
4469,MAR08132,tetrahydropteroyl-poly-gamma-glutamate gamma-glutamylhydrolase,Folate metabolism,4.0 MAM02040e + MAM02692e --> 4.0 MAM01974e + MAM02980e,4.0 H2O [e] + pentaglutamyl-folate(THF) [e] --> 4.0 glutamate [e] + THF [e],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,R04242,GGH_5THFe,GGH_5THFe
4470,MAR08133,tetrahydropteroyl-poly-gamma-glutamate gamma-glutamylhydrolase,Folate metabolism,4.0 MAM02040l + MAM02692l --> 4.0 MAM01974l + MAM02980l,4.0 H2O [l] + pentaglutamyl-folate(THF) [l] --> 4.0 glutamate [l] + THF [l],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,R04242,GGH_5THFl,GGH_5THFl
4471,MAR08135,,Folate metabolism,MAM02040e + MAM02118e --> MAM01974e + MAM02691e,H2O [e] + hexaglutamyl-folate(DHF) [e] --> glutamate [e] + pentaglutamyl-folate(DHF) [e],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_6DHFe,GGH_6DHFe
4472,MAR08136,,Folate metabolism,MAM02040l + MAM02118l --> MAM01974l + MAM02691l,H2O [l] + hexaglutamyl-folate(DHF) [l] --> glutamate [l] + pentaglutamyl-folate(DHF) [l],0.0,1000.0,False,False,ENSG00000137563,3.4.19.9,,GGH_6DHFl,GGH_6DHFl
